ПІБ лікаря,person_gender,person_age,n_visits
Разінкова Раїса Борисівна,чоловіча,y0-5,309
Разінкова Раїса Борисівна,чоловіча,y6-17,1402
Разінкова Раїса Борисівна,чоловіча,y65+,1
Рванова Ірина Миколаївна,жіноча,y0-5,285
Рванова Ірина Миколаївна,жіноча,y6-17,513
Рванова Ірина Миколаївна,чоловіча,y0-5,244
Рванова Ірина Миколаївна,чоловіча,y6-17,581
Редько Маргарита Андріївна,жіноча,y6-17,5
Редько Маргарита Андріївна,жіноча,y18-39,238
Редько Маргарита Андріївна,жіноча,y40-64,312
Редько Маргарита Андріївна,жіноча,y65+,240
Редько Маргарита Андріївна,чоловіча,y18-39,282
Редько Маргарита Андріївна,чоловіча,y40-64,262
Редько Маргарита Андріївна,чоловіча,y65+,100
Реутов Роман Геннадійович,жіноча,y6-17,1
Реутов Роман Геннадійович,жіноча,y18-39,84
Реутов Роман Геннадійович,жіноча,y40-64,216
Реутов Роман Геннадійович,жіноча,y65+,195
Реутов Роман Геннадійович,чоловіча,y6-17,2
Реутов Роман Геннадійович,чоловіча,y18-39,120
Реутов Роман Геннадійович,чоловіча,y40-64,236
Реутов Роман Геннадійович,чоловіча,y65+,126
Рижкова Наталя Сергіївна,жіноча,y0-5,808
Рижкова Наталя Сергіївна,жіноча,y6-17,866
Рижкова Наталя Сергіївна,жіноча,y18-39,8
Рижкова Наталя Сергіївна,чоловіча,y0-5,1099
Рижкова Наталя Сергіївна,чоловіча,y6-17,1036
Рижкова Наталя Сергіївна,чоловіча,y65+,1
Рокач Людмила Михайлівна,жіноча,y6-17,2
Рокач Людмила Михайлівна,жіноча,y18-39,334
Рокач Людмила Михайлівна,жіноча,y40-64,576
Рокач Людмила Михайлівна,жіноча,y65+,430
Рокач Людмила Михайлівна,чоловіча,y6-17,1
Рокач Людмила Михайлівна,чоловіча,y18-39,370
Рокач Людмила Михайлівна,чоловіча,y40-64,338
Рокач Людмила Михайлівна,чоловіча,y65+,215
Роянова Ольга Анатоліївна,жіноча,y0-5,1
Роянова Ольга Анатоліївна,жіноча,y6-17,4
Роянова Ольга Анатоліївна,жіноча,y18-39,582
Роянова Ольга Анатоліївна,жіноча,y40-64,751
Роянова Ольга Анатоліївна,жіноча,y65+,642
Роянова Ольга Анатоліївна,чоловіча,y6-17,12
Роянова Ольга Анатоліївна,чоловіча,y18-39,485
Роянова Ольга Анатоліївна,чоловіча,y40-64,409
Роянова Ольга Анатоліївна,чоловіча,y65+,338
Руденко Анатолій Миколайович,жіноча,y0-5,1005
Руденко Анатолій Миколайович,жіноча,y6-17,1374
Руденко Анатолій Миколайович,жіноча,y18-39,4
Руденко Анатолій Миколайович,жіноча,y40-64,1
Руденко Анатолій Миколайович,жіноча,y65+,2
Руденко Анатолій Миколайович,чоловіча,y0-5,1208
Руденко Анатолій Миколайович,чоловіча,y6-17,1497
Руденко Анатолій Миколайович,чоловіча,y18-39,3
Рябушка Валентина Михайлівна,жіноча,y18-39,161
Рябушка Валентина Михайлівна,жіноча,y40-64,447
Рябушка Валентина Михайлівна,жіноча,y65+,217
Рябушка Валентина Михайлівна,чоловіча,y6-17,1
Рябушка Валентина Михайлівна,чоловіча,y18-39,192
Рябушка Валентина Михайлівна,чоловіча,y40-64,209
Рябушка Валентина Михайлівна,чоловіча,y65+,88
Савельєва В.М.,жіноча,y6-17,2
Савельєва В.М.,жіноча,y18-39,428
Савельєва В.М.,жіноча,y40-64,763
Савельєва В.М.,жіноча,y65+,1031
Савельєва В.М.,чоловіча,y18-39,348
Савельєва В.М.,чоловіча,y40-64,533
Савельєва В.М.,чоловіча,y65+,307
Савицький Сергій Петрович,жіноча,y0-5,452
Савицький Сергій Петрович,жіноча,y6-17,700
Савицький Сергій Петрович,жіноча,y18-39,4
Савицький Сергій Петрович,жіноча,y40-64,2
Савицький Сергій Петрович,чоловіча,y0-5,596
Савицький Сергій Петрович,чоловіча,y6-17,779
Савицький Сергій Петрович,чоловіча,y18-39,1
Сафронов В.В.,жіноча,y6-17,3
Сафронов В.В.,жіноча,y18-39,458
Сафронов В.В.,жіноча,y40-64,796
Сафронов В.В.,жіноча,y65+,842
Сафронов В.В.,чоловіча,y6-17,5
Сафронов В.В.,чоловіча,y18-39,649
Сафронов В.В.,чоловіча,y40-64,930
Сафронов В.В.,чоловіча,y65+,371
Свіріденко Тетяна Іванівна,жіноча,y0-5,761
Свіріденко Тетяна Іванівна,жіноча,y6-17,951
Свіріденко Тетяна Іванівна,жіноча,y18-39,3
Свіріденко Тетяна Іванівна,чоловіча,y0-5,681
Свіріденко Тетяна Іванівна,чоловіча,y6-17,845
Свіріденко Тетяна Іванівна,чоловіча,y40-64,1
Світлична Ірина Олексіївна,жіноча,y18-39,176
Світлична Ірина Олексіївна,жіноча,y40-64,325
Світлична Ірина Олексіївна,жіноча,y65+,441
Світлична Ірина Олексіївна,чоловіча,y6-17,2
Світлична Ірина Олексіївна,чоловіча,y18-39,288
Світлична Ірина Олексіївна,чоловіча,y40-64,343
Світлична Ірина Олексіївна,чоловіча,y65+,210
Сенченко Тетяна Володимирівна,жіноча,y0-5,1082
Сенченко Тетяна Володимирівна,жіноча,y6-17,1336
Сенченко Тетяна Володимирівна,жіноча,y18-39,32
Сенченко Тетяна Володимирівна,жіноча,y40-64,2
Сенченко Тетяна Володимирівна,жіноча,y65+,1
Сенченко Тетяна Володимирівна,чоловіча,y0-5,1097
Сенченко Тетяна Володимирівна,чоловіча,y6-17,1296
Сенченко Тетяна Володимирівна,чоловіча,y18-39,29
Сенченко Тетяна Володимирівна,чоловіча,y40-64,3
Серікова Світлана Миколаївна,жіноча,y18-39,280
Серікова Світлана Миколаївна,жіноча,y40-64,730
Серікова Світлана Миколаївна,жіноча,y65+,672
Серікова Світлана Миколаївна,чоловіча,y6-17,1
Серікова Світлана Миколаївна,чоловіча,y18-39,560
Серікова Світлана Миколаївна,чоловіча,y40-64,736
Серікова Світлана Миколаївна,чоловіча,y65+,261
Синельников С.Л.,жіноча,y6-17,2
Синельников С.Л.,жіноча,y18-39,574
Синельников С.Л.,жіноча,y40-64,933
Синельников С.Л.,жіноча,y65+,722
Синельников С.Л.,чоловіча,y6-17,2
Синельников С.Л.,чоловіча,y18-39,512
Синельников С.Л.,чоловіча,y40-64,602
Синельников С.Л.,чоловіча,y65+,402
Скалига Лариса Вікторівна,жіноча,y6-17,2
Скалига Лариса Вікторівна,жіноча,y18-39,663
Скалига Лариса Вікторівна,жіноча,y40-64,1426
Скалига Лариса Вікторівна,жіноча,y65+,1388
Скалига Лариса Вікторівна,чоловіча,y6-17,4
Скалига Лариса Вікторівна,чоловіча,y18-39,607
Скалига Лариса Вікторівна,чоловіча,y40-64,802
Скалига Лариса Вікторівна,чоловіча,y65+,599
Слуцька І.Л.,жіноча,y6-17,1
Слуцька І.Л.,жіноча,y18-39,304
Слуцька І.Л.,жіноча,y40-64,800
Слуцька І.Л.,жіноча,y65+,836
Слуцька І.Л.,чоловіча,y6-17,1
Слуцька І.Л.,чоловіча,y18-39,241
Слуцька І.Л.,чоловіча,y40-64,454
Слуцька І.Л.,чоловіча,y65+,308
Смірнова Ольга Миколаівна,жіноча,y0-5,1235
Смірнова Ольга Миколаівна,жіноча,y6-17,1707
Смірнова Ольга Миколаівна,жіноча,y18-39,4
Смірнова Ольга Миколаівна,жіноча,y40-64,2
Смірнова Ольга Миколаівна,чоловіча,y0-5,1332
Смірнова Ольга Миколаівна,чоловіча,y6-17,1581
Смірнова Ольга Миколаівна,чоловіча,y18-39,3
Сорокіна Наталя Викторівна,жіноча,y18-39,336
Сорокіна Наталя Викторівна,жіноча,y40-64,818
Сорокіна Наталя Викторівна,жіноча,y65+,1779
Сорокіна Наталя Викторівна,чоловіча,y18-39,320
Сорокіна Наталя Викторівна,чоловіча,y40-64,432
Сорокіна Наталя Викторівна,чоловіча,y65+,560
Сосницька Марина Едуардівна,жіноча,y0-5,479
Сосницька Марина Едуардівна,жіноча,y6-17,670
Сосницька Марина Едуардівна,жіноча,y18-39,1
Сосницька Марина Едуардівна,чоловіча,y0-5,481
Сосницька Марина Едуардівна,чоловіча,y6-17,810
Сосницька Марина Едуардівна,чоловіча,y18-39,6
Сосницька Марина Едуардівна,чоловіча,y65+,1
Сотніков Олександр Ілліч,жіноча,y18-39,388
Сотніков Олександр Ілліч,жіноча,y40-64,797
Сотніков Олександр Ілліч,жіноча,y65+,526
Сотніков Олександр Ілліч,чоловіча,y18-39,394
Сотніков Олександр Ілліч,чоловіча,y40-64,762
Сотніков Олександр Ілліч,чоловіча,y65+,352
Сотнікова Валерія Володимирівна,жіноча,y0-5,52
Сотнікова Валерія Володимирівна,жіноча,y6-17,168
Сотнікова Валерія Володимирівна,жіноча,y18-39,2
Сотнікова Валерія Володимирівна,чоловіча,y0-5,60
Сотнікова Валерія Володимирівна,чоловіча,y6-17,178
Старков Сергій Миколайович,жіноча,y0-5,138
Старков Сергій Миколайович,жіноча,y6-17,128
Старков Сергій Миколайович,чоловіча,y0-5,169
Старков Сергій Миколайович,чоловіча,y6-17,116
Степанова Ірина Федорівна,жіноча,y0-5,1294
Степанова Ірина Федорівна,жіноча,y6-17,1896
Степанова Ірина Федорівна,жіноча,y18-39,7
Степанова Ірина Федорівна,жіноча,y40-64,1
Степанова Ірина Федорівна,чоловіча,y0-5,1690
Степанова Ірина Федорівна,чоловіча,y6-17,1920
Степанова Ірина Федорівна,чоловіча,y18-39,7
Степанішина Ольга Володимирівна,жіноча,y6-17,27
Степанішина Ольга Володимирівна,жіноча,y18-39,521
Степанішина Ольга Володимирівна,жіноча,y40-64,1444
Степанішина Ольга Володимирівна,жіноча,y65+,1495
Степанішина Ольга Володимирівна,чоловіча,y6-17,16
Степанішина Ольга Володимирівна,чоловіча,y18-39,535
Степанішина Ольга Володимирівна,чоловіча,y40-64,708
Степанішина Ольга Володимирівна,чоловіча,y65+,588
Стороженко Олена Борисівна,жіноча,y0-5,8
Стороженко Олена Борисівна,жіноча,y6-17,3
Стороженко Олена Борисівна,жіноча,y18-39,246
Стороженко Олена Борисівна,жіноча,y40-64,550
Стороженко Олена Борисівна,жіноча,y65+,645
Стороженко Олена Борисівна,чоловіча,y0-5,10
Стороженко Олена Борисівна,чоловіча,y6-17,14
Стороженко Олена Борисівна,чоловіча,y18-39,216
Стороженко Олена Борисівна,чоловіча,y40-64,380
Стороженко Олена Борисівна,чоловіча,y65+,248
Сухоіваненко Галина Броніславівна ,жіноча,y0-5,614
Сухоіваненко Галина Броніславівна ,жіноча,y6-17,647
Сухоіваненко Галина Броніславівна ,жіноча,y18-39,2
Сухоіваненко Галина Броніславівна ,чоловіча,y0-5,578
Сухоіваненко Галина Броніславівна ,чоловіча,y6-17,680
Сухоіваненко Галина Броніславівна ,чоловіча,y18-39,3
Сухоіваненко Галина Броніславівна ,чоловіча,y40-64,2
Сухоіваненко Галина Броніславівна ,чоловіча,y65+,1
Сімакова Ольга Григоріївна,жіноча,y6-17,4
Сімакова Ольга Григоріївна,жіноча,y18-39,1033
Сімакова Ольга Григоріївна,жіноча,y40-64,1394
Сімакова Ольга Григоріївна,жіноча,y65+,1051
Сімакова Ольга Григоріївна,чоловіча,y0-5,1
Сімакова Ольга Григоріївна,чоловіча,y6-17,7
Сімакова Ольга Григоріївна,чоловіча,y18-39,732
Сімакова Ольга Григоріївна,чоловіча,y40-64,684
Сімакова Ольга Григоріївна,чоловіча,y65+,433
Сінельнікова Ірина Леонідівна,жіноча,y6-17,6
Сінельнікова Ірина Леонідівна,жіноча,y18-39,501
Сінельнікова Ірина Леонідівна,жіноча,y40-64,1006
Сінельнікова Ірина Леонідівна,жіноча,y65+,1302
Сінельнікова Ірина Леонідівна,чоловіча,y6-17,3
Сінельнікова Ірина Леонідівна,чоловіча,y18-39,373
Сінельнікова Ірина Леонідівна,чоловіча,y40-64,525
Сінельнікова Ірина Леонідівна,чоловіча,y65+,578
Таран Ірина Дмитрівна,жіноча,y0-5,80
Таран Ірина Дмитрівна,жіноча,y6-17,157
Таран Ірина Дмитрівна,чоловіча,y0-5,76
Таран Ірина Дмитрівна,чоловіча,y6-17,148
Таран Вероніка Володимирівна,жіноча,y18-39,233
Таран Вероніка Володимирівна,жіноча,y40-64,716
Таран Вероніка Володимирівна,жіноча,y65+,941
Таран Вероніка Володимирівна,чоловіча,y6-17,1
Таран Вероніка Володимирівна,чоловіча,y18-39,198
Таран Вероніка Володимирівна,чоловіча,y40-64,421
Таран Вероніка Володимирівна,чоловіча,y65+,261
Тараненко Євдакія Григорівна ,жіноча,y18-39,106
Тараненко Євдакія Григорівна ,жіноча,y40-64,150
Тараненко Євдакія Григорівна ,жіноча,y65+,60
Тараненко Євдакія Григорівна ,чоловіча,y6-17,2
Тараненко Євдакія Григорівна ,чоловіча,y18-39,151
Тараненко Євдакія Григорівна ,чоловіча,y40-64,135
Тараненко Євдакія Григорівна ,чоловіча,y65+,35
Тарасова Галина Володимирівна,жіноча,y0-5,86
Тарасова Галина Володимирівна,жіноча,y6-17,146
Тарасова Галина Володимирівна,жіноча,y18-39,1
Тарасова Галина Володимирівна,чоловіча,y0-5,111
Тарасова Галина Володимирівна,чоловіча,y6-17,169
Таушан Андрій Дмитрович,жіноча,y0-5,89
Таушан Андрій Дмитрович,жіноча,y6-17,432
Таушан Андрій Дмитрович,жіноча,y18-39,135
Таушан Андрій Дмитрович,жіноча,y40-64,470
Таушан Андрій Дмитрович,жіноча,y65+,594
Таушан Андрій Дмитрович,чоловіча,y0-5,92
Таушан Андрій Дмитрович,чоловіча,y6-17,335
Таушан Андрій Дмитрович,чоловіча,y18-39,155
Таушан Андрій Дмитрович,чоловіча,y40-64,444
Таушан Андрій Дмитрович,чоловіча,y65+,267
Терськова Олена Володимирівна,жіноча,y18-39,119
Терськова Олена Володимирівна,жіноча,y40-64,360
Терськова Олена Володимирівна,жіноча,y65+,64
Терськова Олена Володимирівна,чоловіча,y18-39,103
Терськова Олена Володимирівна,чоловіча,y40-64,292
Терськова Олена Володимирівна,чоловіча,y65+,43
Тимощук Наталя Федорівна,жіноча,y0-5,252
Тимощук Наталя Федорівна,жіноча,y6-17,263
Тимощук Наталя Федорівна,чоловіча,y0-5,256
Тимощук Наталя Федорівна,чоловіча,y6-17,342
Тимощук Наталя Федорівна,чоловіча,y18-39,1
Тимощук Наталя Федорівна,чоловіча,y65+,1
Тихоніна Леонора Сергіївна,жіноча,y18-39,232
Тихоніна Леонора Сергіївна,жіноча,y40-64,668
Тихоніна Леонора Сергіївна,жіноча,y65+,1005
Тихоніна Леонора Сергіївна,чоловіча,y6-17,1
Тихоніна Леонора Сергіївна,чоловіча,y18-39,165
Тихоніна Леонора Сергіївна,чоловіча,y40-64,378
Тихоніна Леонора Сергіївна,чоловіча,y65+,442
Тищенко Микола Данілович,жіноча,y0-5,1
Тищенко Микола Данілович,жіноча,y6-17,1
Тищенко Микола Данілович,жіноча,y18-39,383
Тищенко Микола Данілович,жіноча,y40-64,534
Тищенко Микола Данілович,жіноча,y65+,529
Тищенко Микола Данілович,чоловіча,y6-17,7
Тищенко Микола Данілович,чоловіча,y18-39,288
Тищенко Микола Данілович,чоловіча,y40-64,341
Тищенко Микола Данілович,чоловіча,y65+,266
Ткачова Світлана Олександрівна,жіноча,y0-5,1419
Ткачова Світлана Олександрівна,жіноча,y6-17,2060
Ткачова Світлана Олександрівна,жіноча,y18-39,13
Ткачова Світлана Олександрівна,жіноча,y40-64,1
Ткачова Світлана Олександрівна,чоловіча,y0-5,1461
Ткачова Світлана Олександрівна,чоловіча,y6-17,2085
Ткачова Світлана Олександрівна,чоловіча,y18-39,8
Толмач Наталя Володимирівна,жіноча,y6-17,1
Толмач Наталя Володимирівна,жіноча,y18-39,409
Толмач Наталя Володимирівна,жіноча,y40-64,873
Толмач Наталя Володимирівна,жіноча,y65+,946
Толмач Наталя Володимирівна,чоловіча,y0-5,1
Толмач Наталя Володимирівна,чоловіча,y6-17,6
Толмач Наталя Володимирівна,чоловіча,y18-39,486
Толмач Наталя Володимирівна,чоловіча,y40-64,658
Толмач Наталя Володимирівна,чоловіча,y65+,292
Толмачова Лідія Іванівна,жіноча,y0-5,2
Толмачова Лідія Іванівна,жіноча,y6-17,1
Толмачова Лідія Іванівна,жіноча,y18-39,441
Толмачова Лідія Іванівна,жіноча,y40-64,840
Толмачова Лідія Іванівна,жіноча,y65+,1170
Толмачова Лідія Іванівна,чоловіча,y6-17,1
Толмачова Лідія Іванівна,чоловіча,y18-39,630
Толмачова Лідія Іванівна,чоловіча,y40-64,646
Толмачова Лідія Іванівна,чоловіча,y65+,430
Томенко Алла Михайлівна,жіноча,y6-17,1
Томенко Алла Михайлівна,жіноча,y18-39,507
Томенко Алла Михайлівна,жіноча,y40-64,1122
Томенко Алла Михайлівна,жіноча,y65+,730
Томенко Алла Михайлівна,чоловіча,y18-39,536
Томенко Алла Михайлівна,чоловіча,y40-64,715
Томенко Алла Михайлівна,чоловіча,y65+,273
Тімченко Я.І.,жіноча,y6-17,10
Тімченко Я.І.,жіноча,y18-39,173
Тімченко Я.І.,жіноча,y40-64,269
Тімченко Я.І.,жіноча,y65+,505
Тімченко Я.І.,чоловіча,y6-17,10
Тімченко Я.І.,чоловіча,y18-39,95
Тімченко Я.І.,чоловіча,y40-64,176
Тімченко Я.І.,чоловіча,y65+,131
Тіщенко Валентина Іванівна,жіноча,y0-5,1
Тіщенко Валентина Іванівна,жіноча,y18-39,404
Тіщенко Валентина Іванівна,жіноча,y40-64,2358
Тіщенко Валентина Іванівна,жіноча,y65+,4183
Тіщенко Валентина Іванівна,чоловіча,y6-17,18
Тіщенко Валентина Іванівна,чоловіча,y18-39,487
Тіщенко Валентина Іванівна,чоловіча,y40-64,849
Тіщенко Валентина Іванівна,чоловіча,y65+,1596
Тіщенко О.В.,жіноча,y0-5,8
Тіщенко О.В.,жіноча,y6-17,22
Тіщенко О.В.,жіноча,y18-39,206
Тіщенко О.В.,жіноча,y40-64,390
Тіщенко О.В.,жіноча,y65+,274
Тіщенко О.В.,чоловіча,y0-5,3
Тіщенко О.В.,чоловіча,y6-17,26
Тіщенко О.В.,чоловіча,y18-39,154
Тіщенко О.В.,чоловіча,y40-64,192
Тіщенко О.В.,чоловіча,y65+,120
Удовиця Галина Олександрівна,жіноча,y0-5,168
Удовиця Галина Олександрівна,жіноча,y6-17,333
Удовиця Галина Олександрівна,жіноча,y65+,2
Удовиця Галина Олександрівна,чоловіча,y0-5,162
Удовиця Галина Олександрівна,чоловіча,y6-17,318
Удовиця Галина Олександрівна,чоловіча,y18-39,1
Узун Леонід Олексійович ,жіноча,y6-17,5
Узун Леонід Олексійович ,жіноча,y18-39,534
Узун Леонід Олексійович ,жіноча,y40-64,891
Узун Леонід Олексійович ,жіноча,y65+,637
Узун Леонід Олексійович ,чоловіча,y6-17,18
Узун Леонід Олексійович ,чоловіча,y18-39,548
Узун Леонід Олексійович ,чоловіча,y40-64,706
Узун Леонід Олексійович ,чоловіча,y65+,380
Улзетуєва О.В.,жіноча,y6-17,2
Улзетуєва О.В.,жіноча,y18-39,302
Улзетуєва О.В.,жіноча,y40-64,862
Улзетуєва О.В.,жіноча,y65+,923
Улзетуєва О.В.,чоловіча,y6-17,3
Улзетуєва О.В.,чоловіча,y18-39,316
Улзетуєва О.В.,чоловіча,y40-64,463
Улзетуєва О.В.,чоловіча,y65+,338
Умерова Галина Григоріївна,жіноча,y0-5,780
Умерова Галина Григоріївна,жіноча,y6-17,896
Умерова Галина Григоріївна,жіноча,y18-39,1
Умерова Галина Григоріївна,чоловіча,y0-5,843
Умерова Галина Григоріївна,чоловіча,y6-17,940
Умерова Галина Григоріївна,чоловіча,y18-39,2
Умерова Галина Григоріївна,чоловіча,y40-64,1
Фадеєва О.В.,жіноча,y0-5,831
Фадеєва О.В.,жіноча,y6-17,1282
Фадеєва О.В.,жіноча,y18-39,1
Фадеєва О.В.,чоловіча,y0-5,923
Фадеєва О.В.,чоловіча,y6-17,1276
Фадеєва О.В.,чоловіча,y40-64,1
Фартушняк Надія Леонидівна,жіноча,y6-17,12
Фартушняк Надія Леонидівна,жіноча,y18-39,464
Фартушняк Надія Леонидівна,жіноча,y40-64,773
Фартушняк Надія Леонидівна,жіноча,y65+,445
Фартушняк Надія Леонидівна,чоловіча,y6-17,15
Фартушняк Надія Леонидівна,чоловіча,y18-39,331
Фартушняк Надія Леонидівна,чоловіча,y40-64,557
Фартушняк Надія Леонидівна,чоловіча,y65+,301
Фоміна Олена Леонидівна,жіноча,y6-17,5
Фоміна Олена Леонидівна,жіноча,y18-39,306
Фоміна Олена Леонидівна,жіноча,y40-64,787
Фоміна Олена Леонидівна,жіноча,y65+,977
Фоміна Олена Леонидівна,чоловіча,y6-17,2
Фоміна Олена Леонидівна,чоловіча,y18-39,328
Фоміна Олена Леонидівна,чоловіча,y40-64,490
Фоміна Олена Леонидівна,чоловіча,y65+,375
Філіппенко Андрій  Вікторович,жіноча,y0-5,917
Філіппенко Андрій  Вікторович,жіноча,y6-17,1935
Філіппенко Андрій  Вікторович,жіноча,y18-39,5
Філіппенко Андрій  Вікторович,чоловіча,y0-5,1033
Філіппенко Андрій  Вікторович,чоловіча,y6-17,1989
Філіппенко Андрій  Вікторович,чоловіча,y18-39,1
Фірсова Софія Іскаківна,жіноча,y18-39,292
Фірсова Софія Іскаківна,жіноча,y40-64,627
Фірсова Софія Іскаківна,жіноча,y65+,1000
Фірсова Софія Іскаківна,чоловіча,y18-39,267
Фірсова Софія Іскаківна,чоловіча,y40-64,448
Фірсова Софія Іскаківна,чоловіча,y65+,410
Хаврах Ірина Василівна,жіноча,y0-5,1
Хаврах Ірина Василівна,жіноча,y18-39,342
Хаврах Ірина Василівна,жіноча,y40-64,1227
Хаврах Ірина Василівна,жіноча,y65+,1022
Хаврах Ірина Василівна,чоловіча,y6-17,3
Хаврах Ірина Василівна,чоловіча,y18-39,287
Хаврах Ірина Василівна,чоловіча,y40-64,456
Хаврах Ірина Василівна,чоловіча,y65+,222
Хаджинова Віра Валентинівна,жіноча,y18-39,354
Хаджинова Віра Валентинівна,жіноча,y40-64,1052
Хаджинова Віра Валентинівна,жіноча,y65+,637
Хаджинова Віра Валентинівна,чоловіча,y6-17,7
Хаджинова Віра Валентинівна,чоловіча,y18-39,366
Хаджинова Віра Валентинівна,чоловіча,y40-64,749
Хаджинова Віра Валентинівна,чоловіча,y65+,265
Хандога Алла Василівна,жіноча,y18-39,11
Хандога Алла Василівна,жіноча,y40-64,22
Хандога Алла Василівна,жіноча,y65+,27
Хандога Алла Василівна,чоловіча,y18-39,13
Хандога Алла Василівна,чоловіча,y40-64,10
Хандога Алла Василівна,чоловіча,y65+,7
Харчук Людмила Михайлівна,жіноча,y18-39,604
Харчук Людмила Михайлівна,жіноча,y40-64,1138
Харчук Людмила Михайлівна,жіноча,y65+,1308
Харчук Людмила Михайлівна,чоловіча,y6-17,3
Харчук Людмила Михайлівна,чоловіча,y18-39,467
Харчук Людмила Михайлівна,чоловіча,y40-64,842
Харчук Людмила Михайлівна,чоловіча,y65+,677
Хасхачіх Олександр Іванович,жіноча,y6-17,1
Хасхачіх Олександр Іванович,жіноча,y18-39,292
Хасхачіх Олександр Іванович,жіноча,y40-64,605
Хасхачіх Олександр Іванович,жіноча,y65+,537
Хасхачіх Олександр Іванович,чоловіча,y6-17,1
Хасхачіх Олександр Іванович,чоловіча,y18-39,397
Хасхачіх Олександр Іванович,чоловіча,y40-64,592
Хасхачіх Олександр Іванович,чоловіча,y65+,257
Хоббі Башар Нуршан Нурольди,жіноча,y0-5,147
Хоббі Башар Нуршан Нурольди,жіноча,y6-17,358
Хоббі Башар Нуршан Нурольди,жіноча,y18-39,3
Хоббі Башар Нуршан Нурольди,чоловіча,y0-5,129
Хоббі Башар Нуршан Нурольди,чоловіча,y6-17,416
Хоббі Башар Нуршан Нурольди,чоловіча,y18-39,1
Ходасевич Людмила Михайлівна,жіноча,y0-5,351
Ходасевич Людмила Михайлівна,жіноча,y6-17,418
Ходасевич Людмила Михайлівна,жіноча,y18-39,4
Ходасевич Людмила Михайлівна,чоловіча,y0-5,322
Ходасевич Людмила Михайлівна,чоловіча,y6-17,358
Ходасевич Людмила Михайлівна,чоловіча,y18-39,2
Хританкова Алла Андріївна,жіноча,y6-17,1
Хританкова Алла Андріївна,жіноча,y18-39,63
Хританкова Алла Андріївна,жіноча,y40-64,151
Хританкова Алла Андріївна,жіноча,y65+,161
Хританкова Алла Андріївна,чоловіча,y18-39,70
Хританкова Алла Андріївна,чоловіча,y40-64,59
Хританкова Алла Андріївна,чоловіча,y65+,84
Хропова Л.В.,жіноча,y0-5,419
Хропова Л.В.,жіноча,y6-17,795
Хропова Л.В.,жіноча,y40-64,2
Хропова Л.В.,жіноча,y65+,1
Хропова Л.В.,чоловіча,y0-5,503
Хропова Л.В.,чоловіча,y6-17,1022
Хропова Л.В.,чоловіча,y18-39,14
Хропова Л.В.,чоловіча,y40-64,3
Хропова Л.В.,чоловіча,y65+,1
Худолій Лідія В'ячеславівна,жіноча,y0-5,1160
Худолій Лідія В'ячеславівна,жіноча,y6-17,1906
Худолій Лідія В'ячеславівна,чоловіча,y0-5,1651
Худолій Лідія В'ячеславівна,чоловіча,y6-17,1979
Худолій Лідія В'ячеславівна,чоловіча,y18-39,3
Худолій Лідія В'ячеславівна,чоловіча,y40-64,1
Чаган Людмила Анатоліївна,жіноча,y0-5,1254
Чаган Людмила Анатоліївна,жіноча,y6-17,1034
Чаган Людмила Анатоліївна,жіноча,y18-39,1
Чаган Людмила Анатоліївна,жіноча,y65+,1
Чаган Людмила Анатоліївна,чоловіча,y0-5,1210
Чаган Людмила Анатоліївна,чоловіча,y6-17,1098
Чаган Людмила Анатоліївна,чоловіча,y18-39,1
Чаган Людмила Анатоліївна,чоловіча,y40-64,1
Чаговець Лариса Василіївна,жіноча,y0-5,67
Чаговець Лариса Василіївна,жіноча,y6-17,428
Чаговець Лариса Василіївна,жіноча,y18-39,2
Чаговець Лариса Василіївна,чоловіча,y0-5,69
Чаговець Лариса Василіївна,чоловіча,y6-17,281
Чаку Вікторія Вікторівна,жіноча,y18-39,195
Чаку Вікторія Вікторівна,жіноча,y40-64,569
Чаку Вікторія Вікторівна,жіноча,y65+,397
Чаку Вікторія Вікторівна,чоловіча,y6-17,2
Чаку Вікторія Вікторівна,чоловіча,y18-39,152
Чаку Вікторія Вікторівна,чоловіча,y40-64,294
Чаку Вікторія Вікторівна,чоловіча,y65+,182
Чеберяк Наталя Василівна,жіноча,y18-39,300
Чеберяк Наталя Василівна,жіноча,y40-64,772
Чеберяк Наталя Василівна,жіноча,y65+,1160
Чеберяк Наталя Василівна,чоловіча,y18-39,288
Чеберяк Наталя Василівна,чоловіча,y40-64,416
Чеберяк Наталя Василівна,чоловіча,y65+,402
Чепайкіна Г.В.,жіноча,y18-39,106
Чепайкіна Г.В.,жіноча,y40-64,441
Чепайкіна Г.В.,жіноча,y65+,727
Чепайкіна Г.В.,чоловіча,y18-39,98
Чепайкіна Г.В.,чоловіча,y40-64,215
Чепайкіна Г.В.,чоловіча,y65+,284
Черкесова Лариса Петрівна ,жіноча,y0-5,316
Черкесова Лариса Петрівна ,жіноча,y6-17,622
Черкесова Лариса Петрівна ,жіноча,y18-39,7
Черкесова Лариса Петрівна ,чоловіча,y0-5,377
Черкесова Лариса Петрівна ,чоловіча,y6-17,575
Черкесова Лариса Петрівна ,чоловіча,y18-39,2
Чудновська Наталія Миколаївна,жіноча,y18-39,501
Чудновська Наталія Миколаївна,жіноча,y40-64,1661
Чудновська Наталія Миколаївна,жіноча,y65+,1731
Чудновська Наталія Миколаївна,чоловіча,y18-39,584
Чудновська Наталія Миколаївна,чоловіча,y40-64,935
